word,count
chmod,10
chown,10
chris,3
chromagrafx,3
chuck,4
cichild,4
cichlid,4
cics,6
ciena,4
cinegrfx,5
cir,4
cisco,73
citadel,5
citrix,6
clariion,5
clark,3
class,58
clay,3
clear,5
cli,6
client,33
clients,5
cloanto,6
clock,4
close,5
cluster,24
clvm,4
cman,4
cmd,7
cmip,4
cml,4
cmu,5
cnd,6
cnhrp,4
cntl,4
cntrl,4
coNETion,4
coast,3
codaauth,4
codasrv,8
code,14
cognex,3
cognima,3
cogsys,3
collab,4
collection,5
collector,4
colubris,3
columbia,3
com,2231
combat,4
combox,3
comcam,6
comm,5
comma,4
command,22
commands,5
comment,48
commented,9
comments,5
commerce,4
common,8
commonspace,4
commplex,4
communications,5
community,10
compaq,17
compat,3
compatibility,3
compile,7
compiled,4
compiler,3
compression,7
compressnet,4
compuserve,6
computer,5
computername,4
computing,3
comsat,3
comscm,4
con,4
concomp,3
concurrent,5
conf,55
conference,4
conferencing,4
config,31
configuration,40
configure,8
configuring,4
confirm,4
confluent,3
confsrvr,4
conn,6
connect,19
connection,10
connectionless,4
connendp,4
console,10
constants,6
consultants,3
consulted,4
contact,10
contain,3
containing,6
contains,11
contents,8
contentserver,4
context,5
continuus,3
control,50
controls,5
converted,6
cookie,7
cookies,4
cops,6
copy,4
corba,4
corel,3
corerjd,4
corp,10
correct,3
courier,4
cpdi,3
cplscrambler,6
cpq,4
cpqrpm,4
cps,3
cqg,5
cray,7
create,12
creative,3
creativepartnr,4
creativeserver,4
credential,5
crestron,5
crit,4
crs,4
crt,4
cruise,10
csbphonemaster,4
csd,4
csdm,6
csdmbase,6
csh,4
csi,4
csms,4
csoft,12
csp,14
cspmulti,4
cspuni,4
csv,4
csvr,6
ctalk,3
ctcd,4
ctdhercules,4
ctf,4
ctp,4
ctrl,14
ctrlrloops,4
cumulus,4
cup,18
currently,3
custom,5
cvc,8
cvd,4
cvmon,4
cvs,3
cvspserver,4
cyaserv,4
cybercash,5
cyc,3
cycleserv,4
cylink,3
cym,3
cymtec,3
cytel,3
daap,3
dab,3
daemon,28
daily,4
daishi,4
dantz,5
darcorp,4
dasp,4
data,95
database,26
databeam,3
datagram,3
datamover,4
datastream,3
dave,7
david,14
day,5
days,7
daytime,4
dbabble,4
dbase,5
dbc,8
dberegister,4
dbisamserver,4
dbm,5
dbref,4
dbsa,3
dbstar,3
dbx,4
dca,3
dcp,6
dcs,3
ddi,14
ddm,6
ddp,5
ddt,3
deal,3
dean,4
debug,5
dec,45
decap,4
decbsrv,4
decode,9
decvms,4
def,4
default,93
defaults,17
define,6
defined,7
delete,3
deleting,3
delimited,4
delivery,12
dell,6
dellwebadmin,4
delta,4
demon,9
deny,4
der,4
descriptions,4
design,4
desired,4
deskshare,4
destination,3
details,7
detect,4
determine,4
dev,30
development,7
device,18
devices,4
devname,3
dgram,15
dhcp,6
dhcpv,4
diagmond,4
diagnose,4
dial,7
dialogic,5
dialout,3
dialpad,5
dicom,4
dict,117
different,7
digiman,4
digital,9
digits,3
dir,30
diradm,4
direcpc,6
direct,4
directive,22
directories,3
directory,22
directplay,4
directv,8
disable,8
disabled,4
disc,10
discard,4
discover,10
discovery,14
discp,8
disk,11
diskTable,20
display,13
displayed,4
dist,3
distcc,6
distinct,7
distproc,4
distrib,4
distributed,5
djb,5
dka,5
dll,49
dls,8
dmdocbroker,4
dmod,3
dna,6
dns,6
doc,7
docent,3
docref,3
documentation,4
does,11
doesn,13
domain,14
domaintime,4
don,18
done,14
donnyworld,5
double,3
dowjones,4
down,3
download,3
dpi,4
dpkeyserv,4
dproxy,4
drive,5
drmsfsd,4
drmsmc,4
dsa,3
dsdn,4
dsfgw,4
dskEntry,20
dsmcc,10
dsom,4
dsp,6
dthaler,3
dtn,3
dtp,4
dtserv,4
dtspcd,4
due,6
dump,3
during,6
dvd,3
dvt,4
dwr,4
dxmessagebase,8
dyna,5
dynamic,4
eSpeech,4
eZmeeting,6
eZproxy,4
each,12
echo,99
echotest,4
ecolor,3
ecsqdmn,4
edb,4
edge,6
edm,12
edu,116
efidiningport,4
eforward,4
egli,3
eicon,7
either,4
elan,5
electronic,3
electronics,3
eli,3
elm,4
elmd,30
els,4
else,24
elvin,4
emWare,4
email,5
embrace,4
emc,11
emfis,4
emp,8
empire,4
emprise,4
empty,26
empuma,4
emt,4
emware,6
enable,13
enabled,7
encap,13
encode,3
encoding,18
encore,5
encouraged,3
encryptswap,3
end,7
endif,4
endpoint,6
enet,12
eng,9
engine,16
enl,4
enough,4
ent,5
enterprises,162
entries,13
entropy,4
entrust,22
entry,18
env,4
environment,8
epicon,3
epmap,10
epp,4
eppc,3
epson,8
equal,3
ereg,3
eric,14
ericsson,6
eristwoguns,4
err,11
error,35
errorFlag,6
errors,33
esac,6
escp,4
esd,4
eskress,4
esl,3
esp,9
espeech,4
esps,6
esri,3
esro,4
etap,6
etc,76
ethernet,3
ets,6
evaluate,12
even,11
event,10
every,5
everydayrc,4
everything,3
evr,4
evtp,4
ewcappsrv,4
ewnn,4
exact,5
example,16
examples,8
exapt,3
exbit,3
exc,8
except,9
exec,28
execution,4
exif,8
exist,4
exists,10
exit,17
expected,3
export,18
expression,3
exprt,4
ext,3
extCommand,4
extEntry,24
extErrFix,4
extIndex,4
extNames,4
extOutput,4
extResult,4
extTable,24
extension,60
extensions,5
extensis,6
eye,8
ezmeeting,4
ezproxy,4
facilityview,4
facsys,5
fact,3
fail,4
failed,10
failover,6
fails,5
fake,5
false,42
far,3
fast,6
fastcgi,3
fatal,6
fax,9
faximum,3
faxportwinport,4
fbsql,13
fcmsys,4
fcopy,4
fcopys,4
fcp,24
feature,7
feedback,4
ferrari,3
ferret,4
field,3
file,141
filecast,4
filemaker,3
filenet,13
files,39
find,16
finger,3
finle,3
fiorano,5
firefox,5
firepower,4
first,4
firstfloor,3
fix,4
fjappmgrbulk,4
fjdmimgr,4
fjdocdist,4
fjicl,6
fjinvmgr,4
fjippol,10
fjmpss,4
flags,5
flush,4
fmpro,4
following,27
follows,3
font,5
foo,9
for,211
force,7
foresyte,5
form,6
format,6
forward,4
found,4
fps,4
framework,4
free,3
freegate,3
from,51
front,3
fsck,4
fsp,8
fstype,11
ftp,33
ftps,4
ftrapid,8
fujitsu,64
full,3
function,18
functions,11
funk,14
future,5
fxp,4
gadgetgate,4
galaxy,4
game,12
gandalf,4
garbage,6
gary,7
gat,4
gate,3
gatedisc,4
gatekeeper,4
gatestat,4
gateway,20
gbjd,4
gbs,4
gcc,4
gdb,8
gdoi,3
gdomap,4
gds,4
gemini,4
general,5
generally,4
generated,9
generic,6
genie,5
genisar,3
genrad,3
geoff,4
get,7
getdata,8
getty,24
gikreq,4
ginad,4
giop,4
gip,4
given,7
glbp,3
glishd,4
global,14
globals,4
globalsite,4
globmsgsvc,4
gmx,4
gnutella,8
goahead,3
gold,4
good,3
gov,17
gprs,4
grant,3
gridgen,4
griffin,4
groove,6
group,42
groups,6
groupwise,4
gsakmp,4
gss,7
gssagt,4
gtegsc,4
gtp,4
gtrack,4
guest,10
gui,11
guibase,4
gur,3
gwha,3
gzext,90
gzip,18
hacl,20
haifa,3
haipe,4
halt,4
hand,7
handle,3
handled,3
handler,16
hanna,3
hao,3
hardcopy,3
has,19
have,31
hawk,4
hcip,6
hde,9
hdnet,4
head,4
header,9
headers,5
health,4
healthd,4
heartbeat,6
hello,24
here,28
hermes,5
hicp,4
highlight,6
hip,4
hks,3
hlserver,6
hmmp,4
hns,5
holes,4
home,8
honyaku,4
hop,3
host,29
hostcall,4
hostd,4
hostname,5
hosts,6
hotmail,8
hotu,3
houdini,4
how,5
however,3
hpindacx,3
hpl,3
hpoms,4
hpstgmgr,4
html,9
http,72
httpd,4
https,16
huitema,3
hybrid,8
hylafax,3
hyper,3
hypercube,4
hyperwave,4
iMQ,6
iRDMI,4
iSCSI,4
iad,6
iafdbase,4
iafserver,4
ian,4
iana,29
ianaportmaster,4
ianywhere,4
iapp,4
ias,6
iatp,5
ibm,95
ica,4
icabrowser,4
icad,5
icc,3
ice,3
icg,6
icl,48
iclcnet,4
iclpv,14
icon,3
icp,4
ida,4
ideafarm,5
ideesrv,4
iden,4
ident,3
identify,5
idonix,3
idotdist,4
idp,3
idxp,3
ieee,6
ietf,5
ife,4
ifor,4
ifsf,3
ifx,15
ignore,6
ignored,3
igo,3
iibp,4
iiop,16
ill,4
imap,11
imip,4
impera,4
implement,3
implemented,4
implicit,3
imtc,4
inalp,3
iname,3
inbusiness,4
inc,6
include,11
includes,3
including,7
incog,3
incognito,4
index,7
indigo,6
indx,3
inet,7
inetd,3
info,22
infolibria,3
informatik,6
information,24
infoseek,6
infotrieve,4
infowave,3
ingres,10
ini,8
initial,5
initiator,4
initlsmsad,4
innosys,4
inpck,6
input,11
inria,3
insitu,5
inspect,4
inst,9
install,11
installed,3
installer,5
installling,3
instead,22
instl,4
int,5
intecom,6
intecourier,4
integer,47
integral,3
intel,26
intellistor,3
intended,4
inter,6
interbase,6
interbusiness,3
intercom,3
interface,7
interhdl,3
intermec,3
internal,20
internet,10
intersan,5
interserver,4
intersys,3
interwise,3
into,9
intrinsa,3
intv,4
invision,5
ioc,5
ipass,3
ipc,6
ipcd,6
ipconfig,3
ipcserver,6
ipdd,4
iph,4
ipsec,4
ipulse,3
ipv,17
ipx,7
irc,8
irdg,3
irdmi,4
isakmp,4
isbconference,8
iscsi,5
isi,52
isis,20
ismserver,4
iso,15
isode,4
isoft,3
isoipsigport,4
isomair,4
isysg,5
ita,4
itactionserver,4
itinternet,3
itm,12
itmasters,7
ito,3
its,11
itscomm,4
itself,7
itt,3
iua,3
ivcollector,4
ivecon,3
ivmanager,4
iwlistener,4
iwserver,4
jabber,7
jacobus,3
jaleosnd,4
james,8
jason,6
jasonm,3
jaugsremotec,4
java,8
jboss,4
jbroker,4
jdl,3
jeff,5
jeffrey,3
jerand,4
jetform,6
jibe,3
jim,8
jis,3
jlicelmd,4
jmact,6
jmb,4
jmevt,4
jmq,4
job,4
joe,8
john,9
johnk,6
johnl,3
journee,5
jrrao,5
just,6
kana,3
kar,3
kchapman,3
keith,5
kel,4
kentrox,3
kerberos,9
kermit,4
kern,10
kernel,6
key,530
keychain,4
keys,5
keyserver,3
kill,7
kis,4
kjtsiteserver,4
klogin,3
kme,3
know,3
known,8
kofax,4
konshus,3
konspire,4
kopek,3
kpasswd,4
kpn,3
krb,13
kryptolan,3
laEntry,36
labrat,4
lambert,3
lan,7
language,5
lanner,3
lanserver,4
lansource,3
lantern,4
lanyon,5
laplink,4
larry,3
launchbird,3
launchctl,3
lavenir,3
lazy,4
lbc,8
lbl,3
lcesrvr,8
lcs,3
ldap,11
ldomenech,3
ldp,4
lds,4
least,4
lecroy,4
legent,4
length,5
leo,4
less,3
let,4
level,5
lib,6
liberty,4
libexec,52
library,5
lic,4
license,13
licman,10
lif,4
life,3
like,9
likely,3
limit,25
line,29
lines,16
link,19
links,38
linktest,4
lionhead,3
lipsinc,5
list,11
listen,5
live,5
livelan,4
ljk,5
lkg,3
llm,8
llsurfup,4
lmd,16
lmgr,6
lmserver,4
load,15
loadTable,36
loadaveConfig,6
loadaveErrMessage,6
loadaveErrorFlag,6
loadaveIndex,6
loadaveLoad,6
loadaveNames,6
loads,3
loc,3
local,96
localhost,31
locate,9
location,11
locdb,5
lock,4
lockstep,3
locus,4
log,73
logger,4
logging,9
login,35
loginwindow,6
logos,4
lonewolf,3
lontalk,4
lonworks,4
look,7
looks,3
lookup,5
lookupd,7
loopback,4
lot,3
lotus,5
lowercase,3
lpcp,4
lpm,4
lpr,3
lps,3
lrs,3
lstn,4
ltp,4
lucent,13
lupa,4
lvision,3
mach,11
machine,13
macon,4
macromedia,5
madge,5
maeckel,3
magaya,3
magic,7
magicnotes,5
magicom,3
mail,59
mailbox,5
mailq,7
main,16
maincontrol,3
mainsoft,5
make,16
makes,6
man,14
manage,3
managed,4
management,8
manager,24
manual,13
manyone,9
mao,4
map,9
mapd,4
mapper,8
maps,3
marc,3
marcam,3
mark,12
marked,4
markm,5
markson,3
martin,11
masqdialer,4
master,12
match,8
matched,3
matip,4
matt,4
max,34
maximum,6
may,19
mbadmin,8
mbstring,14
mcagent,4
mcast,14
mcell,8
mck,3
mcns,6
mcp,6
mcs,12
mctet,6
mds,3
means,24
mechanism,4
mechanisms,28
med,28
media,12
mei,5
memory,5
menandmice,10
meo,3
message,17
messages,11
messaging,6
meta,6
metastorm,3
metatude,3
meter,4
method,3
metrics,8
mftp,6
mgarti,3
mgcp,4
mgcs,3
mgmt,26
mgr,20
mib,12
mice,4
michael,10
micom,5
microcom,5
micromuse,11
microsoft,58
microtalon,4
might,5
mike,14
mil,10
mimer,3
min,14
mind,3
ming,5
minivend,3
minute,3
minutes,4
miroconnect,4
mit,13
miteksys,3
miva,3
miyahara,3
mkdir,8
mloadd,4
mlp,4
mmorgan,4
mmp,3
mmpdc,4
mms,4
mobile,4
mode,38
model,4
modem,4
modify,5
moldflow,5
mon,15
monitor,15
monitoring,7
montage,3
monthly,4
more,20
mosaicsyssvc,4
moshe,3
most,9
mot,5
motorola,3
mount,28
mountd,13
movies,3
mpfoncl,4
mpm,7
mpnjsc,4
mpnjsocl,4
mpnjsomb,4
mpnjsomg,4
mpnjsosv,4
mppolicy,8
mps,4
mpshrsv,4
mqs,6
mqseries,4
mrose,6
msft,6
msg,14
msgd,4
msgsys,4
msi,3
msp,4
msql,6
mssql,15
mta,3
mtime,4
mtl,3
mtp,3
mtrgtrans,4
mtview,6
muenchen,3
multi,4
murray,3
murx,4
muse,3
must,17
mux,7
mvel,6
mvs,5
myk,3
mylex,6
mynetwork,10
mysql,21
name,64
named,8
names,15
nameserver,4
nas,8
nasa,4
nati,10
natinst,3
navisphere,4
nbp,3
nbx,8
ncacn,4
ncadg,4
nced,4
ncld,4
ncp,4
ncpm,12
ncps,4
ncr,7
ncu,4
ncube,3
ndl,17
ndm,6
nds,6
nec,5
need,12
needlink,5
neod,4
neoiface,4
neon,3
nessus,4
nest,4
net,210
netadmin,4
netarx,3
netbill,10
netbios,7
netboot,31
netbootoption,3
netchat,4
netcom,5
netcomm,4
netdb,5
netinfo,12
netiq,17
netlan,4
netlock,11
netmanage,3
netmap,4
netmo,4
netmount,3
netobjects,5
netop,4
netopia,23
netops,3
netplay,4
netrek,4
netrix,3
netrjs,8
netsc,4
netserialext,16
netspeak,9
netsupport,4
nettest,4
netuitive,5
netview,48
netviewdm,6
netvision,3
netware,4
netwatcher,4
netwave,3
network,68
netx,4
new,9
newaliases,5
newgenpay,3
newlixreg,4
newman,3
newoak,3
next,8
nfs,7
nfsd,8
nhserver,4
nice,3
nicetec,9
nick,4
nidb,4
nifty,4
niftyserve,3
nim,4
nimreg,4
njack,4
nkd,3
nlm,4
nmap,4
nms,16
nmsigport,4
nmsp,4
nmsvc,4
nnm,4
nntp,5
noahp,3
noauth,4
nobody,10
noc,4
node,7
nokia,9
non,26
none,77
norm,3
normal,4
nortelnetworks,3
norton,3
not,83
notes,10
notice,8
notices,3
notif,4
notify,11
novative,7
novell,27
now,6
nowait,19
npmp,16
nqs,4
nrcabq,3
nremote,4
nsc,4
nsd,4
nsi,4
nsjtp,8
nsp,3
nta,4
ntalk,3
ntalkd,5
ntp,4
nucleus,4
null,8
number,36
numbers,6
nut,3
nuts,4
oasis,5
objective,3
objects,6
obtained,3
occur,4
oce,3
oceansoft,3
ocs,4
odbc,11
odialog,4
off,27
office,4
ofsd,4
ohimsrv,4
olap,8
old,3
omagent,4
omnisky,3
omronsoft,7
oncrpc,4
one,16
online,4
onlinet,4
only,40
ono,6
ontime,4
opalis,13
opc,4
open,4
openmail,4
opennl,4
openport,3
openstorage,4
opentable,4
openvms,4
operations,3
operator,4
opsec,14
opsession,6
optika,3
option,16
optional,3
options,12
optiwave,3
oracle,29
oraclenames,4
orb,4
orbix,8
orbixd,4
orbplus,4
order,15
ordinox,6
org,73
orion,6
osmosys,3
other,18
otherwise,3
ouche,5
out,23
output,49
outputs,4
ovalarmsrv,4
over,65
overload,4
override,3
ovw,4
own,6
owner,18
packet,4
packets,4
pafec,5
page,15
paging,4
pago,5
palace,12
panasas,3
pangolin,3
panja,6
parameter,3
parameters,4
parenb,4
parity,9
parodd,4
parse,3
parsec,7
part,6
partimage,3
pas,14
paso,4
paspar,3
pass,11
passed,6
passgo,6
passtest,6
passthru,4
passwd,6
password,21
passwords,6
path,54
patrol,8
paul,18
payrouter,4
pcc,8
pciarray,4
pcnfsd,3
pconnectmgr,4
pcs,4
pcsync,4
pcw,4
pda,6
pdap,4
pdl,6
pdrncs,4
pearldoc,3
peer,11
pehelp,4
per,10
perf,10
performance,10
performed,3
permissions,4
persistent,57
personal,4
pervasive,3
peter,19
pfpro,7
pfs,6
pftp,3
pfu,19
pgsql,8
pharmasoft,5
pharos,3
phil,6
philips,4
phoenix,3
phone,3
phonex,3
php,72
piccolo,4
picknfs,4
picksys,3
pid,16
pidfile,5
pim,3
pin,4
ping,4
pip,4
pipe,6
pipex,3
piranha,4
pirp,4
pit,5
pkix,4
place,5
plato,5
please,3
plist,4
plug,3
plugin,4
plus,5
pmcd,4
pnet,4
pnl,3
pobox,4
pod,4
point,5
policy,7
poll,4
pop,14
port,382
portable,3
portal,6
portmap,5
portmapper,6
ports,18
possible,9
post,4
postconf,5
postel,23
postfix,6
postmaster,8
power,3
powerguardian,4
poweroncontact,4
poweronnud,4
powerschool,3
powwow,4
pproc,4
pptconference,4
pptp,4
prCount,6
prEntry,48
prErrFix,6
prErrMessage,6
prErrorFlag,6
prIndex,6
prMax,6
prMin,6
prNames,6
pra,4
prapi,4
prchat,4
precise,7
precision,3
preferences,4
prefixes,5
press,3
prevent,14
previo,3
previous,8
print,10
printable,4
printer,11
printers,8
printf,8
priority,3
prismiq,3
priv,6
private,35
privilege,5
privileged,7
privoxy,3
prm,9
pro,3
probability,4
probably,5
probe,6
problems,5
proc,10
procTable,48
process,16
processes,7
procos,3
prod,4
prodigy,5
production,8
profile,14
program,9
programs,3
prolink,4
prompt,3
prop,3
propel,4
properly,3
property,4
proshare,18
prospero,4
prot,12
proto,6
protocol,79
protocols,3
provides,8
proxim,5
proxy,31
psbserver,4
psdbserver,4
pserver,4
pseudo,3
pslserver,4
psmond,4
psprserver,4
pspserver,4
psrserver,4
ptmp,11
ptop,4
ptp,7
pub,4
public,27
pulsipher,4
purdue,3
purposes,3
push,16
pvsw,4
pwrsevent,4
pxc,34
qadmifevent,4
qadmifoper,4
qdhcp,4
qftest,4
qip,16
qnx,3
qnxnetman,4
qotps,4
qsnet,10
qsoft,4
quake,4
qualcomm,7
quantum,3
quartus,4
query,12
quest,14
question,4
quick,3
quotes,9
radan,3
radio,11
radius,4
radmin,3
radware,6
raft,6
raid,14
ralp,4
ralph,3
rama,3
randy,4
range,3
ranger,4
rap,14
rapidmq,4
rasadv,4
ratio,5
raven,8
raw,8
ray,5
rbakcup,4
rblcheckd,4
rbt,4
rcc,3
rci,4
rcmd,4
rdb,4
rdp,3
rds,8
rdv,4
read,32
real,3
really,3
reasonable,3
reasons,3
rebol,3
receive,4
receives,3
recipient,3
recommended,6
records,11
recv,3
redirect,7
redstorm,9
redwood,6
reference,4
reftek,3
reg,8
regardless,3
register,7
registered,4
registrar,3
registry,12
reid,3
relay,10
relevant,3
relief,3
remain,4
remmgt,4
remote,34
remoteauth,4
remoteware,6
remove,13
rendezvous,4
repcmd,4
repeated,7
repliweb,3
reporting,10
req,4
request,12
requester,6
require,5
requires,3
res,8
rescap,4
research,4
resource,4
responder,4
responselogic,3
restart,5
result,3
ret,4
rets,4
return,15
returned,6
reveal,3
rewriter,3
rfc,5
rfx,7
rhp,4
rib,3
ricardo,4
richard,5
rick,3
ridgeway,5
right,28
rightbrain,3
rights,13
ripng,4
ris,4
rje,3
rlogin,4
rlogind,3
rmc,3
rmcp,4
rmi,10
rmlnk,4
rmonitor,4
rndc,3
rob,6
robcad,3
robert,6
robin,3
robj,3
robot,6
rochester,3
rockwell,12
roid,4
roketz,4
rome,4
ron,4
root,123
ross,4
rotary,3
router,6
routing,8
royere,5
rpc,33
rquotad,3
rrh,3
rrifmm,4
rrilwm,4
rrimwm,4
rrirtr,4
rrisat,4
rsap,4
rsc,7
rshd,3
rsrb,8
rstatd,3
rsvp,7
rsync,4
rtadvd,7
rtc,4
rtcm,4
rtm,3
rtmp,7
rtnt,8
rtp,4
rtr,4
rtsp,4
rule,29
rules,3
run,56
running,26
runtime,4
rusersd,3
rwho,5
sabarsd,4
safe,19
saft,4
sage,9
saint,12
sais,6
salient,8
sam,3
same,16
samsung,3
san,3
sapxom,4
sas,5
sat,4
save,9
sbin,24
sbp,4
sca,4
scc,3
schoff,3
sci,4
science,3
scientia,6
sco,26
scohelp,4
scoi,4
scott,8
scp,4
scpi,4
script,29
scripts,10
sctp,9
scx,4
sde,5
sdhelp,4
sdproxy,4
sdsc,3
sdunode,4
sea,6
search,6
sec,22
seclayer,4
second,4
seconds,8
secure,35
security,38
securitylayer,4
sed,4
see,18
seisy,3
select,3
semantix,3
send,14
sending,3
sendmail,10
sense,6
sent,9
sentillion,3
sentinel,6
sentlm,4
sep,3
separator,5
ser,4
sercomm,7
serial,19
serialize,4
serv,10
server,235
servergraph,5
servers,7
serverview,10
service,62
services,24
sesi,4
session,64
set,62
setloginpath,4
sets,3
setting,15
settings,7
setup,5
severity,13
sfs,4
sftp,4
sftsrv,4
sgcp,4
sgi,7
sgmp,4
shadow,27
share,12
shared,28
sharing,4
shell,12
shells,3
shelltest,8
shiva,5
shockwave,4
short,4
should,31
show,4
shown,5
shtest,14
shutdown,8
shuttle,4
siam,4
sias,4
sid,4
side,5
siebel,3
siemens,5
sig,7
signal,4
signaling,4
silkp,16
silverplatter,3
sim,6
simba,4
simbaexpress,4
simbaservices,4
simple,15
simplement,4
simply,4
single,9
sip,4
sis,4
site,4
sites,3
sivonen,3
sixnetudr,4
sixtrak,4
size,11
skip,8
skronk,4
skytelnet,4
slc,8
slingshot,4
slinterbase,4
slm,4
slp,7
smaclmgr,4
smar,5
smart,5
smartsdp,4
smb,5
smc,4
smith,3
smp,7
sms,14
smsc,4
smsqp,4
smtp,4
sna,16
snare,4
sni,3
snmp,13
snmpd,24
snmpwalk,18
sns,17
socket,4
soft,6
softdataphone,4
software,19
some,5
someone,4
something,5
somewhere,4
sonar,4
sonardata,4
sonusnet,3
sony,3
sophia,4
source,16
space,4
spearway,3
special,10
specific,7
specifically,4
specified,14
specifies,3
specify,4
speed,4
splitlock,6
splr,8
spock,4
spool,9
spot,5
sprayd,3
sps,7
spsc,4
spss,3
spvr,8
spx,4
sql,11
src,8
sri,3
srp,3
srv,35
srvr,24
ssc,4
ssd,4
ssec,5
ssh,14
sshd,9
ssl,46
ssm,7
sso,7
ssowatch,4
sst,3
sstp,4
sstsys,5
stable,3
staff,4
standard,5
standards,3
starbot,3
stargatealerts,4
start,22
startron,3
starts,5
startup,7
stats,4
statsci,5
status,23
std,33
ste,6
stephen,3
steve,12
steveg,3
sti,4
still,3
stm,4
stone,6
stonefalls,3
stop,4
store,4
stored,5
stream,24
streamcomm,3
streaming,7
street,4
streettalk,4
string,354
strongly,3
stsun,3
stt,4
stuart,4
stun,10
stvp,3
style,3
sua,3
subdirectories,3
success,5
such,5
sudo,6
suitable,4
sun,34
sunrpc,3
sunscalar,4
supp,4
support,27
supported,3
sure,17
surf,4
svc,24
svnetworks,3
svr,12
svrloc,4
svs,4
swa,8
swapdir,10
swc,3
sweetware,3
swismgr,8
swispol,4
swistrap,4
swldy,4
swrmi,4
swtp,4
sybase,12
sybct,5
sym,3
symantec,11
symbios,3
symplex,5
sync,6
synchronet,6
synel,3
synoptics,4
synotics,4
syntax,7
sys,12
sysContact,4
sysLocation,4
sysctl,5
sysipc,4
syslog,16
sysmgt,4
sysorb,3
system,95
systemics,4
systemlog,4
systems,10
sysupdate,4
sysv,5
table,12
tacacs,4
taec,4
tag,6
tags,9
tal,5
talarian,17
taligent,4
talk,7
talon,6
tapestry,6
tarantella,3
target,3
targus,8
taskman,4
taskmaster,4
taurus,5
taylor,3
tcl,4
tcp,4099
tcpd,24
tcpnethaspsrv,4
tcsh,4
tdp,4
tech,10
techra,4
tek,7
tekpls,4
tel,3
telcordia,4
telesis,3
telindus,3
tell,3
tells,5
tellumat,3
telnet,14
telops,5
teltone,3
tempest,3
tep,6
terabase,3
terminal,7
terminals,7
test,10
texar,4
texbin,6
text,14
tftp,9
than,11
that,85
the,536
theater,4
their,7
them,11
then,162
there,16
these,16
theta,4
they,8
things,3
thinknet,4
this,113
thomas,5
those,5
though,3
through,11
ticf,4
tick,4
tid,4
tie,4
tier,3
tim,5
timbuktu,10
time,35
timeout,26
timeplex,3
timo,3
tip,6
tivoli,6
tls,10
tmp,38
tns,6
todd,3
tom,8
tomh,3
tony,5
too,3
tool,11
top,4
topflow,4
topo,4
touch,15
tqdata,4
traceroute,4
traceware,4
track,7
trans,9
translation,5
translogic,3
transport,12
trap,19
travsoft,6
trendchip,3
triomotion,3
triquest,5
trivnet,5
troy,3
true,24
truecm,4
try,3
tsaf,4
tsap,4
tsb,4
tsdos,4
tsspmap,4
ttc,12
ttl,3
tty,17
ttyp,10
ttyq,10
tunnel,16
tunstall,3
turbonote,4
turn,10
turned,7
two,5
twobase,40
txt,10
type,18
ubique,3
ucd,3
ucdavis,163
ucentric,4
ucl,4
udp,4077
udpradio,4
udt,6
uid,3
uiuc,3
ulpnet,4
ultimad,4
ultrabac,3
ultrex,3
uma,4
umds,4
umich,6
unassigned,8
unchanged,3
uncomment,7
undefined,3
under,11
uni,6
unicode,3
unicontrol,4
unidata,7
unify,9
unisql,4
unisys,12
unix,9
unknown,18
unless,9
unlock,3
unoffically,3
unserialize,3
unx,4
upd,6
update,11
upgrade,4
uplanet,4
ups,10
usa,4
usage,6
use,80
used,44
useful,4
user,93
username,3
users,14
uses,5
using,31
usm,4
usr,151
usually,3
utcd,4
utmp,3
uts,3
uucp,14
uucpd,4
uunet,10
vCal,4
vCard,4
vacdsm,4
valid,9
valisys,3
value,26
values,12
van,8
var,108
varadero,6
variable,8
variables,23
vars,5
vat,5
vaultbase,5
vcal,4
vcard,4
vdmplay,4
venus,9
veritas,33
version,8
versions,5
very,3
vettcp,4
via,10
video,12
videobeans,4
videotex,4
videte,3
view,12
vip,6
virtual,5
vis,4
visa,3
vision,8
vista,4
vistium,4
vlsi,3
vmf,4
vnas,4
vnd,3
vnet,16
vnwk,4
vocaltec,14
voice,6
volume,4
vpn,4
vpps,4
vrc,4
vrtl,4
vrts,12
vsi,5
vsinet,4
vsixml,4
vvr,4
vytalvaultbrtp,4
vytalvaultpipe,4
vytalvaultvsmp,4
wag,3
wait,16
want,18
wap,26
warning,8
warnings,8
was,16
watson,8
wave,3
way,7
wbem,8
wbst,5
web,22
webaccess,4
webadmin,6
webemshttp,4
webmaster,4
webmethods,3
webphone,4
webqosdb,4
webserver,4
weekly,4
weichinger,3
well,19
westell,6
what,7
wheel,3
when,31
where,8
whether,8
which,18
whitespace,7
who,10
whoami,6
whois,4
whose,4
whosells,4
wide,13
widespread,7
wildcard,9
will,75
william,6
willis,3
willy,3
winShadow,4
winddx,4
winqedit,4
wins,4
winshadow,4
winsock,4
wisc,5
wish,4
with,71
within,4
without,4
wkars,4
wlink,4
wnn,10
won,3
work,14
world,25
worldfusion,5
worldnet,3
would,8
write,9
writesrv,4
writing,7
wrs,4
wsm,10
wsp,12
wta,4
wtp,6
wuc,5
www,24
xTrade,4
xact,6
xcellenet,3
xerox,7
xfer,4
xgrid,4
xinetd,6
xingcsm,4
xingmpeg,4
xinuexpansion,6
xml,5
xmlmail,4
xmlrpc,3
xmltec,4
xmpv,6
xmquery,4
